lords,6,0.00412371134020619
house,10,0.00515463917525773
commons,9,0.00515463917525773
duke,2,0.00309278350515464
edinburgh,3,0.00412371134020619
look,7,0.00515463917525773
forward,21,0.00721649484536083
receiving,1,0.00206185567010309
visit,6,0.00412371134020619
highness,1,0.00206185567010309
amir,1,0.00206185567010309
kuwait,1,0.00206185567010309
excellency,2,0.00206185567010309
president,2,0.00206185567010309
finland,1,0.00206185567010309
october,2,0.00206185567010309
south,2,0.00309278350515464
africa,2,0.00309278350515464
march,1,0.00206185567010309
zealand,1,0.00206185567010309
commonwealth,2,0.00206185567010309
heads,2,0.00206185567010309
government,38,0.0206185567010309
meeting,2,0.00206185567010309
november,2,0.00206185567010309
attach,1,0.00206185567010309
importance,1,0.00206185567010309
national,9,0.00412371134020619
security,10,0.00515463917525773
continue,17,0.011340206185567
process,2,0.00309278350515464
nato's,1,0.00206185567010309
adaptation,1,0.00206185567010309
changing,1,0.00206185567010309
environment,3,0.00412371134020619
allow,1,0.00206185567010309
play,3,0.00309278350515464
wider,1,0.00206185567010309
role,3,0.00309278350515464
protecting,1,0.00206185567010309
stability,3,0.00309278350515464
throughout,1,0.00206185567010309
europe,6,0.00721649484536083
budapest,1,0.00206185567010309
summit,1,0.00206185567010309
december,1,0.00206185567010309
seek,6,0.00515463917525773
enhance,2,0.00309278350515464
conference,3,0.00309278350515464
co-operation,3,0.00309278350515464
conflict,1,0.00206185567010309
prevention,1,0.00206185567010309
resolution,1,0.00206185567010309
implementation,3,0.00309278350515464
conventional,1,0.00206185567010309
armed,2,0.00206185567010309
forces,2,0.00206185567010309
treaty,3,0.00412371134020619
united,7,0.00515463917525773
kingdom's,1,0.00206185567010309
nuclear,4,0.00412371134020619
deterrent,1,0.00206185567010309
maintained,2,0.00309278350515464
efforts,3,0.00309278350515464
promote,9,0.00927835051546392
peaceful,2,0.00309278350515464
settlement,3,0.00206185567010309
former,2,0.00309278350515464
yugoslavia,1,0.00206185567010309
preventing,1,0.00206185567010309
proliferation,1,0.00206185567010309
weapons,2,0.00206185567010309
mass,1,0.00206185567010309
destruction,1,0.00206185567010309
remains,1,0.00206185567010309
priority,2,0.00309278350515464
indefinite,1,0.00206185567010309
unconditional,1,0.00206185567010309
extension,1,0.00206185567010309
non-proliferation,1,0.00206185567010309
pursue,2,0.00206185567010309
energetically,1,0.00206185567010309
negotiations,2,0.00309278350515464
verifiable,1,0.00206185567010309
comprehensive,2,0.00309278350515464
test,1,0.00206185567010309
ban,2,0.00206185567010309
fight,1,0.00206185567010309
terrorism,3,0.00206185567010309
kingdom,3,0.00206185567010309
elsewhere,1,0.00206185567010309
enlargement,1,0.00206185567010309
european,7,0.00515463917525773
union,7,0.00515463917525773
january,1,0.00206185567010309
partners,1,0.00206185567010309
substance,1,0.00206185567010309
agreements,3,0.00309278350515464
countries,4,0.00515463917525773
central,1,0.00206185567010309
aim,1,0.00206185567010309
preparing,1,0.00206185567010309
eventual,1,0.00206185567010309
membership,2,0.00206185567010309
concluding,1,0.00206185567010309
gatt,1,0.00206185567010309
trade,3,0.00309278350515464
establishment,1,0.00206185567010309
world,2,0.00206185567010309
organisation,1,0.00206185567010309
ensure,5,0.00206185567010309
principle,1,0.00206185567010309
subsidiarity,1,0.00206185567010309
applied,1,0.00206185567010309
legislation,18,0.00824742268041237
budgetary,1,0.00206185567010309
discipline,1,0.00206185567010309
combat,2,0.00206185567010309
fraud,1,0.00206185567010309
participate,1,0.00206185567010309
study,1,0.00206185567010309
june,1,0.00206185567010309
1995,2,0.00309278350515464
prepare,1,0.00206185567010309
1996,1,0.00206185567010309
inter-governmental,1,0.00206185567010309
respect,3,0.00206185567010309
human,1,0.00206185567010309
rights,3,0.00206185567010309
maintain,4,0.00412371134020619
substantial,1,0.00206185567010309
aid,1,0.00206185567010309
programme,3,0.00206185567010309
sustainable,1,0.00206185567010309
development,1,0.00206185567010309
nations,2,0.00309278350515464
celebrate,1,0.00206185567010309
fiftieth,1,0.00206185567010309
anniversary,1,0.00206185567010309
capabilities,1,0.00206185567010309
particularly,1,0.00206185567010309
peacekeeping,1,0.00206185567010309
preventive,1,0.00206185567010309
diplomacy,1,0.00206185567010309
active,1,0.00206185567010309
tackling,2,0.00206185567010309
drug,2,0.00309278350515464
misuse,1,0.00206185567010309
trafficking,1,0.00206185567010309
organised,1,0.00206185567010309
crime,2,0.00206185567010309
home,3,0.00206185567010309
abroad,1,0.00206185567010309
support,6,0.00515463917525773
consolidation,1,0.00206185567010309
stable,1,0.00206185567010309
democracy,2,0.00309278350515464
remain,2,0.00206185567010309
long-term,2,0.00206185567010309
prosperity,1,0.00206185567010309
hong,2,0.00309278350515464
kong,2,0.00309278350515464
develop,1,0.00206185567010309
china,3,0.00206185567010309
implement,2,0.00309278350515464
sino-british,1,0.00206185567010309
joint,1,0.00206185567010309
declaration,1,0.00206185567010309
people,11,0.00515463917525773
smooth,1,0.00206185567010309
transition,1,0.00206185567010309
